'a'ba'la'ti'ya 阿巴拉提亚
'huang'jin'gu 黄金谷
'huang'jin'gu'bai'gu'shu 黄金谷白骨树
'huang'jin'gu'xian'xue'cao 黄金谷鲜血草
'huang'jin'guang'chang 黄金广场
'huang'jin'kuai 皇金块
'huang'jin'kuai 黄金块
'huang'jin'kuang 皇金矿
'huang'jin'long'xia 黄金龙虾
'huang'jin'qiu 黄金鳅
'huang'jin'sha 皇金沙
'huang'jin'ta'luo'si 黄金塔罗斯
'huang'jin'yu 皇金鱼
'huang'jin'yuan'tong 皇金圆筒
'huang'luan'shi 黄卵石
'huang'ma 黄麻
'huang'ma'xian 黄麻线
'huang'mang'tou'xie 黄盲头蟹
'huang'mang'tou'xie'tui 黄盲头蟹腿
'huang'ming'fan 黄明矾
'huang'se'pi'pi'la'yu 黄色皮皮拉鱼
'huang'se'se'su 黄色色素
'huang'sha'ren'ou'hao 黄沙人偶号
'huang'sha'zong'ran'ji 黄沙棕染剂
'huang'shen'bu 荒神布
'huang'shen'gang'ding 荒神钢锭
'huang'shen'ge 荒神革
'huang'shen'he'jin 荒神合金
'huang'shen'jing'ge 荒神精革
'huang'shen'ling'yin 荒神灵银
'huang'shen'xian'wei 荒神纤维
'huang'shi'lan'ran'ji 皇室蓝染剂
'huang'shui'jing 黄水晶
'huang'shui'jing'bao'shi'shou 黄水晶宝石兽
'huang'shui'jing'yuan'shi 黄水晶原石
'huang'tan'mu'cai 黄檀木材
'huang'ti'lu 黄体鲈
'huang'tie'kuang 黄铁矿
'huang'tong'ban 黄铜板
'huang'tong'bu'bing'jian 黄铜步兵剑
'huang'tong'cai'pi'dao 黄铜裁皮刀
'huang'tong'chang'qiang 黄铜长枪
'huang'tong'chong'feng'xiang'huan 黄铜冲锋项环
'huang'tong'ding 黄铜锭
'huang'tong'er'huan 黄铜耳环
'huang'tong'er'jia 黄铜耳夹
'huang'tong'feng'zhen 黄铜缝针
'huang'tong'gong'yi'xiang'huan 黄铜工艺项环
'huang'tong'huan 黄铜环
'huang'tong'jie'zhi 黄铜戒指
'huang'tong'kai'mian'kui 黄铜开面盔
'huang'tong'kuang 黄铜矿
'huang'tong'mao'ding 黄铜铆钉
'huang'tong'ni'qiu 黄铜泥鳅
'huang'tong'qiao'jiang'jie'zhi 黄铜巧匠戒指
'huang'tong'qiao'jiang'shou'lian 黄铜巧匠手链
'huang'tong'shao'xing'yu'er 黄铜勺形鱼饵
'huang'tong'shou'fu 黄铜手斧
'huang'tong'shou'lian 黄铜手链
'huang'tong'ting'yuan'chang'yi 黄铜庭院长椅
'huang'tong'tou'guan'kong'que'shi 黄铜头冠孔雀石
'huang'tong'tou'guan'ri'chang'shi 黄铜头冠日长石
'huang'tong'tou'guan'sai'huang'jing 黄铜头冠赛黄晶
'huang'tong'tou'guan'tian'qing'shi 黄铜头冠天青石
'huang'tong'tou'guan'xie'shi 黄铜头冠榍石
'huang'tong'tou'guan'ying'shi 黄铜头冠萤石
'huang'tong'xiao'dao 黄铜小刀
'huang'tong'yan'jing 黄铜眼镜
'huang'tong'yu 黄铜鱼
'huang'tong'zheng'liu'qi 黄铜蒸馏器
'huang'tong'zhi'hu 黄铜指虎
'huang'tong'zhou'chui 黄铜咒锤
'huang'tong'zhou'zhang 黄铜咒杖
'huang'tong'zhu'tai 黄铜烛台
'huang'tu 黄土
'huang'wei'shi 黄尾鰤
'huang'xin'shu 黄新薯
'huang'xing 黄杏
'huang'yan'ye'di 荒烟野地
'huang'you 黄油
'huang'yu 煌鱼
'huang'yu 黄玉
'huang'yu'yuan'shi 黄玉原石
'huang'yuan'shi 黄圆石
'hui'bi'tiao'yue 回避跳跃
'hui'chen'tu 灰尘兔
'hui'fu'yao 恢复药
'hui'gu'tie'kuang 辉钴铁矿
'hui'hai'jin'qiang'yu 灰海金枪鱼
'hui'huai 毁坏
'hui'jian'feng'che'qun 灰舰风车群
'hui'jin'kuang 辉金矿
'hui'jin'zhi'hai 灰烬之海
'hui'mie 毁灭
'hui'mu'kuang 辉钼矿
'hui'ni 灰泥
'hui'se'se'su 灰色色素
'hui'shou 回收
'hui'shui 秽水
'hui'tiao'yu 灰跳鱼
'hui'tong'kuang 辉铜矿
'hui'xiang 茴香
'hui'xing'mian'bu 彗星棉布
'hui'xing'mian'xian 彗星棉线
'hui'xing'tiao 彗星鲦
'hui'yu'tu 灰玉土
'hui'zhen'ying 灰阵营
'hui'zhi 灰汁
'hui'zui'long 喙嘴龙
'hun'an'lin 昏暗林
'hun'chen 昏沉
'hun'he'zhi'hai'bin'bie'shu'fang'ding 混合制海滨别墅房顶
'hun'he'zhi'hai'bin'bie'shu'wai'qiang 混合制海滨别墅外墙
'hun'he'zhi'hai'bin'gong'guan'fang'ding 混合制海滨公馆房顶
'hun'he'zhi'hai'bin'gong'guan'wai'qiang 混合制海滨公馆外墙
'hun'he'zhi'hai'bin'xiao'wu'fang'ding 混合制海滨小屋房顶
'hun'he'zhi'hai'bin'xiao'wu'wai'qiang 混合制海滨小屋外墙
'hun'he'zhi'lin'jian'bie'shu'fang'ding 混合制林间别墅房顶
'hun'he'zhi'lin'jian'bie'shu'wai'qiang 混合制林间别墅外墙
'hun'he'zhi'lin'jian'gong'guan'fang'ding 混合制林间公馆房顶
'hun'he'zhi'lin'jian'gong'guan'wai'qiang 混合制林间公馆外墙
'hun'he'zhi'lin'jian'xiao'wu'fang'ding 混合制林间小屋房顶
'hun'he'zhi'lin'jian'xiao'wu'wai'qiang 混合制林间小屋外墙
'hun'he'zhi'lv'zhou'bie'shu'fang'ding 混合制绿洲别墅房顶
'hun'he'zhi'lv'zhou'bie'shu'wai'qiang 混合制绿洲别墅外墙
'hun'he'zhi'lv'zhou'gong'guan'fang'ding 混合制绿洲公馆房顶
'hun'he'zhi'lv'zhou'gong'guan'wai'qiang 混合制绿洲公馆外墙
'hun'he'zhi'lv'zhou'xiao'wu'fang'ding 混合制绿洲小屋房顶
'hun'he'zhi'lv'zhou'xiao'wu'wai'qiang 混合制绿洲小屋外墙
'hun'luan 昏乱
'hun'shui 浑水
'huo'guang'li 火光砾
'huo'guang'shi 火光石
'huo'hua'huan'zhang 火华幻杖
'huo'hua'zhou'jiao 火华咒角
'huo'jian'pao 火箭炮
'huo'jiao'de'cu'pi 火蛟的粗皮
'huo'jiao'lin 火蛟鳞
'huo'ju'ren 火巨人
'huo'long 火龙
'huo'long'de'lin 火龙的鳞
'huo'long'de'shang'lin 火龙的上鳞
'huo'long'shang'wei'shou'lie'zhan 火龙上位狩猎战
'huo'long'shou'lie'zhan 火龙狩猎战
'huo'pa'lu'de'shui'she 霍啪栌的水蛇
'huo'qiang 火墙
'huo'sang'shan'zhai 霍桑山寨
'huo'sha'li 火砂砾
'huo'shen'bi'deng 火神壁灯
'huo'tou'qiang 火投枪
'huo'xi'yi'he 火蜥蜴河
'huo'xing'hua'jing'cu 活性化晶簇
'huo'xing'yan 火性岩
'huo'yan 火炎
'huo'yan'fang'she 火炎放射
'huo'yan'shi 火眼石
'huo'yao'ma'ai'tuo'en 火妖马埃驮恩
'huo'yao'xiao'ma 火妖小马
'huo'yu'wo'niu 火狱蜗牛
'huo'yuan'jing 火元精
'huo'zhi'jing'cu 火之晶簇
'huo'zhi'shui'jing 火之水晶
'huo'zhi'sui'jing 火之碎晶
'huo'zhi'yin'ji 火之印记
'huo'zhu'xie 祸蛛蝎
'ji'bu'li'long 吉布里隆
'ji'chun'jing'leng'jing 级纯净棱晶
'ji'dan 鸡蛋
'ji'deng'long 矶灯笼
'ji'duo 吉多
'ji'er'bo'te'shao'ta 基尔波特哨塔
'ji'er'jia'mei'shi'en'qi'dou 吉尔伽美什恩奇都
'ji'er'jia'mei'shi'hong'lian 吉尔伽美什红莲
'ji'feng 疾风
'ji'feng'ti'shi 疾风体势
'ji'gang'li'lian'jin'rong'ji 级刚力炼金溶剂
'ji'gang'li'zhi'huan'shui 级刚力之幻水
'ji'gang'li'zhi'ling'shui 级刚力之灵水
'ji'gao'tang 鸡高汤
'ji'guan'bo're 机关般若
'ji'guang'ling'sha 极光灵砂
'ji'he'jin'zheng'yi'hao 极合金正义号
'ji'ji 吉吉
'ji'ji'lu'en'jiao'yi'zhan 吉吉卢恩交易站
'ji'ji'si 级即死
'ji'ji'za'za 唧唧咋咋
'ji'jia'ju'ren'bi'qiu 基迦巨人比丘
'ji'jia'ju'ren'seng'dou 基迦巨人僧都
'ji'jia'ju'ren'sha'men 基迦巨人沙门
'ji'jia'lu 基迦鲈
'ji'jia'shi'ban'yu 基迦石斑鱼
'ji'jia'zhang'yu 基迦章鱼
'ji'ju'chong 寄居虫
'ji'ke'yong'chang 即刻咏唱
'ji'kui'ge'bu'lin'zha'dan'jun'tuan 击溃哥布林炸弹军团
'ji'la'ba'ni'ya 基拉巴尼亚
'ji'la'ba'ni'ya'bian'qu 基拉巴尼亚边区
'ji'la'ba'ni'ya'hu'luo'bo 基拉巴尼亚胡萝卜
'ji'la'ba'ni'ya'hu'qu 基拉巴尼亚湖区
'ji'la'ba'ni'ya'kuang'quan'shui 基拉巴尼亚矿泉水
'ji'la'ba'ni'ya'la 基拉巴尼亚蜡
'ji'la'ba'ni'ya'lian'jin'yao 基拉巴尼亚炼金药
'ji'la'ba'ni'ya'lian'yu 基拉巴尼亚鲢鱼
'ji'la'ba'ni'ya'ming'fan 基拉巴尼亚明矾
'ji'la'ba'ni'ya'qing'shui 基拉巴尼亚清水
'ji'la'ba'ni'ya'shan'qu 基拉巴尼亚山区
'ji'la'ba'ni'ya'tan'jing 基拉巴尼亚碳晶
'ji'la'ba'ni'ya'zun 基拉巴尼亚鳟
'ji'le'shen'wei 极乐神威
'ji'li 技力
'ji'li'hui'fu'zhi'yu 技力恢复之羽
'ji'li'nian'yu'jing 祭礼鲶鱼精
'ji'long'de'cu'pi 疾龙的粗皮
'ji'lu'bo 基路伯
'ji'nai'li'lian'jin'rong'ji 级耐力炼金溶剂
'ji'nai'li'zhi'huan'shui 级耐力之幻水
'ji'nai'li'zhi'ling'shui 级耐力之灵水
'ji'qi'yu 棘鳍鱼
'ji'qiao'li'lian'jin'rong'ji 级巧力炼金溶剂
'ji'qiao'li'zhi'huan'shui 级巧力之幻水
'ji'qiao'li'zhi'ling'shui 级巧力之灵水
'ji'sa'er'ye'cai 基萨尔野菜
'ji'sheng'xing'cun'zhe 寄生幸存者
'ji'shi'hua 级石化
'ji'si'yu 祭司鱼
'ji'tan'te'lai'ba'er 吉坦特莱巴尔
'ji'xi'bo'li'xian'wei 极细玻璃纤维
'ji'xi'juan'si 极细绢丝
'ji'xian'ji 极限技
'ji'xiang'tian'nv 吉祥天女
'ji'xiang'tian'nv'jian'ji'zhan 吉祥天女歼殛战
'ji'xiang'tian'nv'jian'mie'zhan 吉祥天女歼灭战
'ji'xiang'tian'nv'yu'yi 吉祥天女羽衣
'ji'xiang'tian'nv'zhi'xing 吉祥天女之形
'ji'xiong'rou 鸡胸肉
'ji'yi'li'lian'jin'rong'ji 级意力炼金溶剂
'ji'yi'li'zhi'huan'shui 级意力之幻水
'ji'yi'li'zhi'ling'shui 级意力之灵水
'ji'you'jun 鸡油菌
'ji'zhan'cheng'sai'shi'wei'ta 激战城塞石卫塔
'ji'zhi'li'lian'jin'rong'ji 级智力炼金溶剂
'ji'zhi'li'zhi'huan'shui 级智力之幻水
'ji'zhi'li'zhi'ling'shui 级智力之灵水
'ji'zuo'sha 箕作鲨
'jia'bi'nuo'lao'die'de'xiao'wu 加比诺老爹的小屋
'jia'en'ai'shen'na 嘉恩艾神纳
'jia'er'fan'si'shao'ta 加尔梵斯哨塔
'jia'er'ti'nuo 加尔提诺
'jia'er'ti'nuo'ping'yuan 加尔提诺平原
'jia'gong 加工
'jia'gu'jiao'kui 加固角盔
'jia'gu'qi'bing'tou'kui 加固骑兵头盔
'jia'hou'gai'ji'chuan'shou 甲鲎改级船首
'jia'hou'gai'ji'chuan'ti 甲鲎改级船体
'jia'hou'gai'ji'chuan'wei 甲鲎改级船尾
'jia'hou'gai'ji'jian'qiao 甲鲎改级舰桥
'jia'hou'ji'chuan'shou 甲鲎级船首
'jia'hou'ji'chuan'shou'gu'jia 甲鲎级船首骨架
'jia'hou'ji'chuan'ti 甲鲎级船体
'jia'hou'ji'chuan'ti'gu'jia 甲鲎级船体骨架
'jia'hou'ji'chuan'wei 甲鲎级船尾
'jia'hou'ji'chuan'wei'gu'jia 甲鲎级船尾骨架
'jia'hou'ji'jian'qiao 甲鲎级舰桥
'jia'hou'ji'jian'qiao'gu'jia 甲鲎级舰桥骨架
'jia'ji 甲偈
'jia'jia'na'guai'niao'dan 迦迦纳怪鸟蛋
'jia'jia'na'guai'niao'de'cu'pi 迦迦纳怪鸟的粗皮
'jia'jia'na'guai'niao'ge 迦迦纳怪鸟革
'jia'jiang'chang'wai'yi 甲匠长外衣
'jia'jiang'gong'zuo'ku 甲匠工作裤
'jia'jiang'gong'zuo'xue 甲匠工作靴
'jia'jiang'shou'tao 甲匠手套
'jia'jiang'zhe'mian'zhao 甲匠遮面罩
'jia'jiao 甲胶
'jia'la'di'weng'ti'yu 加拉迪翁鳀鱼
'jia'la'di'weng'wan 加拉迪翁湾
'jia'la'di'weng'xia'hu 加拉迪翁虾虎
'jia'lei'ma 加雷马
'jia'lei'ma'di'guo 加雷马帝国
'jia'lei'ma'di'guo'da'shi'guan 加雷马帝国大使馆
'jia'li'ke'pang'xie 迦利克螃蟹
'jia'li'ya'wan'ou 伽黎亚玩偶
'jia'lin'zhi'xue 甲鳞之血
'jia'long'de'gang 加隆德钢
'jia'lou'luo 迦楼罗
'jia'lou'luo'chang'yi 迦楼罗长椅
'jia'lou'luo'jian'ji'zhan 迦楼罗歼殛战
'jia'lou'luo'jian'mie'zhan 迦楼罗歼灭战
'jia'lou'luo'mo'yu 迦楼罗魔羽
'jia'lou'luo'tao'fa'zhan 迦楼罗讨伐战
'jia'lou'luo'zhi'xing 迦楼罗之形
'jia'lou'luo'zhi'yu 迦楼罗之羽
'jia'luo'ke'chao'dong 伽洛克巢洞
'jia'na 加纳
'jia'nuo 加诺
'jia'ren 甲人
'jia'ren'wan'ou 甲人玩偶
'jia'tuo'er'de'han'shui 加托尔的汗水
'jia'zhong'niao'zui'chui 加重鸟嘴锤
'jia'zhou 甲胄
'jia'zhou'shi 甲冑师
'jian'bing 煎饼
'jian'chi'long'bie 剑齿龙鳖
'jian'chi'xue 剑齿鳕
'jian'dao'shou'ya'ke 剪刀手雅克
'jian'dou'ling'yu'ri'ying'di'xiu'lian'suo 剑斗领域日影地修炼所
'jian'feng'shan'lu 剑峰山麓
'jian'jiao'gu 尖叫菇
'jian'jiao'zhe 尖叫者
'jian'jiao'zhi'sen'jing 尖叫之森精
'jian'jin 渐进
'jian'jing'shi 尖晶石
'jian'jing'shi'er'zhui 尖晶石耳坠
'jian'jing'shi'jie'zhi 尖晶石戒指
'jian'jing'shi'shou'zhuo 尖晶石手镯
'jian'jing'shi'xiang'huan 尖晶石项环
'jian'jing'shi'yuan'shi 尖晶石原石
'jian'lao'tie'bi'ba'ai'sa'chang'cheng 坚牢铁壁巴埃萨长城
'jian'luo 箭螺
'jian'mie'te'shu'zhen'xing'de'yao'yi 歼灭特殊阵型的妖异
'jian'mu'zhi 箭木枝
'jian'qi'yu 剑旗鱼
'jian'qiang'pu'bu 尖枪瀑布
'jian'qiang'wu'zei 尖枪乌贼
'jian'shi 坚石
'jian'shi'zhi'zuo 坚实制作
'jian'shou'yao'sai 坚守要塞
'jian'shu'shi 剑术士
'jian'shu'shi 剑术师
'jian'sui'shou'ba'sai'luo'miu 剪碎手巴塞洛缪
'jian'tiao'xi'dan 煎跳蜥蛋
'jian'wei'lou 舰尾楼
'jian'wen'lu 尖吻鲈
'jian'ye 剑叶
'jian'yu'fei'xu'tuo'tuo'la'ke'qian'yu 监狱废墟托托拉克千狱
'jian'yue 俭约
'jian'zhu'hao 建筑号
'jiang'ren'jie 匠人街
'jiang'shen'ji 降神祭
'jiang'you 酱油
'jiang'zi'zhang'yu 酱紫章鱼
'jiao'dou'shi'wu'qi'bai'huo 角斗士武器百货
'jiao'fen 角粉
'jiao'gu'yu 角骨鱼
'jiao'huan 交换
'jiao'huang'yu 教皇鱼
'jiao'ji'yu'ren 礁棘鱼人
'jiao'ju'shi 角菊石
'jiao'lin'yu'ren 礁鳞鱼人
'jiao'tan 焦炭
'jiao'xi'de'cu'pi 蛟蜥的粗皮
'jiao'xi'ge 蛟蜥革
'jiao'xi'qi'pi 蛟蜥漆皮
'jiao'yan'hai'bao 椒盐海豹
'jiao'zhao'yu'ren 礁爪鱼人
'jiao'zun'qiu 角尊鳅
'jie'du'yao 解毒药
'jie'fang'jue'zhan'duo'ma'wang'cheng 解放决战多玛王城
'jie'ke'nan'gua'deng 杰克南瓜灯
'jie'mo'dan 芥末蛋
'jie'na'na'de'lei'zhu 杰娜娜的泪珠
'jie'shi'de'jin'jian 结实的筋腱
'jie'tuo'yu 解脱鱼
'jie'wen'xiao'mo'jing 诘问小魔精
'jie'yu'cao'shu'lin 接雨草树林
'jie'yu'cao'shu'lin'ma'tou 接雨草树林码头
'jie'yu'cao'zhao'ze'di 接雨草沼泽地
'jin'chui'tai'di 金锤台地
'jin'dou'yun 筋斗云
'jin'dou'yun 金斗云
'jin'fen 金粉
'jin'gang'sha 金刚砂
'jin'gang'ti'shi 金刚体势
'jin'gui'lv'ran'ji 金龟绿染剂
'jin'he'huan'shu'pi 金合欢树皮
'jin'hua'xing'ya'la'ge'gao'wei'gang'kui'hou 进化型亚拉戈高位钢盔鲎
'jin'ji'cheng'bang'ma'ha 禁忌城邦玛哈
'jin'jiang'bao'tou'jin 金匠包头巾
'jin'jiang'gong'zuo'fu 金匠工作服
'jin'jiang'gong'zuo'xue 金匠工作靴
'jin'jiang'ruan'jia'ku 金匠软甲裤
'jin'jiang'shou'tao 金匠手套
'jin'ku'ling'jiu'ting 金库灵柩亭
'jin'kuang 金矿
'jin'li'yu 金丽鱼
'jin'lv'bao'shi'shou 金绿宝石兽
'jin'lv'zhu'shi 金绿柱石
'jin'lv'zhu'shi'er'zhui 金绿柱石耳坠
'jin'lv'zhu'shi'jie'zhi 金绿柱石戒指
'jin'lv'zhu'shi'shou'zhuo 金绿柱石手镯
'jin'lv'zhu'shi'xiang'huan 金绿柱石项环
'jin'lv'zhu'shi'yuan'shi 金绿柱石原石
'jin'nian 金鲶
'jin'nian'da'wang 金鲶大王
'jin'ping'guo 金苹果
'jin'qi'die 金鳍蝶
'jin'qian'mo 金钱蘑
'jin'qian'mo'chao'ji'rou 金钱蘑炒鸡肉
'jin'qiang'sha 金枪鲨
'jin'qing'shi 堇青石
'jin'qing'shi'yuan'shi 堇青石原石
'jin'se'ge'li 堇色蛤蜊
'jin'sha 金沙
'jin'sha 金砂
'jin'shen'xiao'bei'xin 紧身小背心
'jin'shu'cheng'ran'ji 金属橙染剂
'jin'shu'dian'ran'ji 金属靛染剂
'jin'shu'fa'tiao 金属发条
'jin'shu'hong'ran'ji 金属红染剂
'jin'shu'huang'ran'ji 金属黄染剂
'jin'shu'lan'ran'ji 金属蓝染剂
'jin'shu'lv'ran'ji 金属绿染剂
'jin'shu'zhou'cheng 金属轴承
'jin'shu'zi'ran'ji 金属紫染剂
'jin'xue'mu'di 浸血墓地
'jin'yang'mao'qiu 金羊毛球
'jin'ye'tai 金叶台
'jin'yu 金鱼
'jin'yun'mu 金云母
'jin'zhen 金针
'jing'chi 镜池
'jing'chi'zhan'qiao 镜池栈桥
'jing'dao 境岛
'jing'die'yu 净碟鱼
'jing'fang'mao'sha 精纺毛纱
'jing'gu'wo'niu 净骨蜗牛
'jing'gui 惊龟
'jing'hai'yu'dian 镜海鱼店
'jing'he 镜核
'jing'ji'huan'ci 荆棘环刺
'jing'ji'sen 荆棘森
'jing'jin'ding 精金锭
'jing'jin'duo'qi'yu 精金多鳍鱼
'jing'jin'gui 精金龟
'jing'jin'kuai 精金块
'jing'jin'kuang 精金矿
'jing'jin'mao'ding 精金铆钉
'jing'jin'you'gui 精金幼龟
'jing'lian'bian'shi 精炼辩士
'jing'lian'jian'shou 精炼剑手
'jing'liang'ping'guo 晶亮苹果
'jing'lin'yu 晶鳞鱼
'jing'ling 精灵
'jing'ling'qiang'yu 菁灵枪鱼
'jing'luan'zhai 痉挛寨
'jing'mei'an'niu 精美按钮
'jing'mi 粳米
'jing'qi'guang 惊奇光
'jing'qi'shi 镜骑士
'jing'she'ma'de'ye'zi 阱蛇麻的叶子
'jing'shen'chong'ji 精神冲击
'jing'shu'mao'bu 精梳毛布
'jing'sui'wo'niu 净髓蜗牛
'jing'tie'gui 精铁龟
'jing'tou'guan 鲸头鹳
'jing'xian'dong 镜仙洞
'jing'xiang'yu 镜像鱼
'jing'xiu 精修
'jing'yu'zhuang'yuan 静语庄园
'jing'zhe'qiang'ji 静者强击
'jing'zhun'ci 精准刺
'jiu'bei'dao 酒杯岛
'jiu'cai'yang'cong'tang 韭菜洋葱汤
'jiu'chan'zhao'ze'lin 纠缠沼泽林
'jiu'chan'zhao'ze'lin'yuan'liu 纠缠沼泽林源流
'jiu'hua'bu'bing'dun 旧化步兵盾
'jiu'hua'chang'pao 旧化长袍
'jiu'hua'chang'xue 旧化长靴
'jiu'hua'chu'mao 旧化厨帽
'jiu'hua'dou'mao 旧化兜帽
'jiu'hua'duan'shang'yi 旧化短上衣
'jiu'hua'fang'dun 旧化方盾
'jiu'hua'gou'fu 旧化钩斧
'jiu'hua'gu'quan 旧化骨拳
'jiu'hua'lin'kai 旧化鳞铠
'jiu'hua'mu'yang'yao'dai 旧化牧羊腰带
'jiu'hua'mu'zhang 旧化牧杖
'jiu'hua'nai're'shou'tao 旧化耐热手套
'jiu'hua'peng'ren'yao'dai 旧化烹饪腰带
'jiu'hua'qi'bing'ku 旧化骑兵裤
'jiu'hua'suo'zi'kai 旧化锁子铠
'jiu'hua'tou'kui 旧化头盔
'jiu'hua'wei'qun 旧化围裙
'jiu'hua'wei'qun'zhuang 旧化围裙装
'jiu'hua'wu'shu 旧化巫书
'jiu'hua'xiao'chou'mao 旧化小丑帽
'jiu'hua'xiao'yuan'dun 旧化小圆盾
'jiu'hua'yuan'dun 旧化圆盾
'jiu'hua'yuan'dun 旧化鸢盾
'jiu'hua'zhan'ge 旧化战戈
'jiu'hua'zhan'gong 旧化战弓
'jiu'hua'zhong'dun 旧化重盾
'jiu'hua'zhou'chui 旧化咒锤
'jiu'hua'zong'guan'duan'shang'yi 旧化总管短上衣
'jiu'ji'shen'bing 究极神兵
'jiu'ji'shen'bing'po'huai'zuo'zhan 究极神兵破坏作战
'jiu'ji'shen'bing'yuan'xing'zhuang'jia'ban 究极神兵原型装甲板
'jiu'liao 救疗
'jiu'shi'jie'wu'hua'guo 旧世界无花果
'jiu'teng 九藤
'jiu'wei 九尾
'jiu'wei'shen'wei 九尾神威
'jiu'xiang'bao'rou 酒香豹肉
'jiu'zuo'xi'tong 就坐系统
'ju'chan'chu 巨蟾蜍
'ju'chan'chu'de'cu'pi 巨蟾蜍的粗皮
'ju'chan'chu'ge 巨蟾蜍革
'ju'chan'chu'ge'chen'ku 巨蟾蜍革衬裤
'ju'chan'chu'ge'gong'zuo'xue 巨蟾蜍革工作靴
'ju'chan'chu'ge'hu'bi 巨蟾蜍革护臂
'ju'chan'chu'ge'ji'xi'ku 巨蟾蜍革及膝裤
'ju'chan'chu'ge'lv'xing'yao'dai 巨蟾蜍革旅行腰带
'ju'chan'chu'ge'ma'ku 巨蟾蜍革马裤
'ju'chan'chu'ge'pi'jia 巨蟾蜍革皮甲
'ju'chan'chu'ge'pi'yi 巨蟾蜍革皮衣
'ju'chan'chu'ge'sheng'cun'yao'dai 巨蟾蜍革生存腰带
'ju'chan'chu'ge'shou'lie'yao'dai 巨蟾蜍革狩猎腰带
'ju'chan'chu'ge'tui'jia'xue 巨蟾蜍革腿甲靴
'ju'chan'chu'ge'ya'zui'xue 巨蟾蜍革鸭嘴靴
'ju'chan'chu'jie'zhi 巨蟾蜍戒指
'ju'chi'niu'tou'mo 巨齿牛头魔
'ju'chi'sha 巨齿鲨
'ju'ci'yan'yu 锔瓷燕鱼
'ju'da'nai'dong'guai 巨大奶冻怪
'ju'da'qiang'yu 巨大枪鱼
'ju'du'mei'ren 剧毒美人
'ju'gu'she'yu 巨骨舌鱼
'ju'gui 巨龟
'ju'hao 菊蒿
'ju'jiang'mo'jing'shi 巨匠魔晶石
'ju'jiao 锯鲛
'ju'ke'dou 巨蝌蚪
'ju'long'de'cu'pi 巨龙的粗皮
'ju'long'ge 巨龙革
'ju'long'gu 巨龙菇
'ju'long'hei'yao'shi 巨龙黑曜石
'ju'long'shou 巨龙首
'ju'long'zhi'ya 巨龙之牙
'ju'lu 巨鲈
'ju'mu'mu'cai 榉木木材
'ju'mu'yuan'mu 榉木原木
'ju'nian'yu 巨鲶鱼
'ju'nian'yu'shen'jiao 巨鲶鱼神轿
'ju'pao'yao'sai'di'guo'bai'shan'bao 巨炮要塞帝国白山堡
'ju'ren 巨人
'ju'ren'zhang 巨人掌
'ju'sha 巨鲨
'ju'shi'an'kang 巨食鮟鱇
'ju'shi'qiu 巨石丘
'ju'shu'xing'mo'dao'si'wang'zhao 拘束型魔导死亡爪
'ju'wu'zei 巨乌贼
'ju'xiang'bing 巨像丙
'ju'xing'an'kang 巨型鮟鱇
'ju'xing'lu'xie 巨型陆蟹
'ju'xing'shui'guan 巨型税官
'ju'xing'shui'hu'yu 巨型水虎鱼
'ju'xing'ti'hu 巨型鹈鹕
'ju'xing'wu'zei 巨型乌贼
'ju'xiong'de'cu'pi 巨熊的粗皮
'ju'yi'ju'meng 巨翼巨虻
'ju'ying 巨蝇
'ju'ying'zhi'yu 巨蝇之羽
'ju'yun'gui 巨陨龟
'juan'bu'jian'tou'xue 绢布尖头靴
'juan'bu'ma'ku 绢布马裤
'juan'bu'ruan'jia'ku 绢布软甲裤
'juan'bu'shou'tao 绢布手套
'juan'bu'wa 绢布袜
'juan'bu'yao'wei 绢布腰围
'juan'bu'yong'zhou'chang'pao 绢布咏咒长袍
'juan'bu'yong'zhou'kuan'bian'mao 绢布咏咒宽边帽
'juan'bu'zhi'yu'chang'pao 绢布治愈长袍
'juan'bu'zhi'yu'kuan'bian'mao 绢布治愈宽边帽
'juan'bu'zhi'yu'ma'ku 绢布治愈马裤
'juan'bu'zhi'yu'shou'tao 绢布治愈手套
'juan'bu'zhi'yu'yao'wei 绢布治愈腰围
'juan'ceng'yun'hong 卷层云魟
'juan'feng'sha 卷风鲨
'juan'li 绢鲤
'juan'ye'qin 卷叶芹
'jue'di 绝地
'jue'gui'dao 绝鬼岛
'jue'gui'e 绝鬼鳄
'jue'jiang'ji'yu 倔强鲫鱼
'jue'ling'bu 绝灵布
'jue'qiang'qi'shi 绝枪骑士
'jun'diao 骏雕
'jun'shen'zhi'ge 军神之歌
'jun'tuan'mian'zhao 军团面罩
'jun'ying 骏鹰
'jun'ying'de'cu'pi 骏鹰的粗皮
'jun'ying'ge 骏鹰革
'jun'ying'ge'chang'xue 骏鹰革长靴
'jun'ying'ge'gong'shu'shou'tao 骏鹰革弓术手套
'jun'ying'ge'hu'jian 骏鹰革护肩
'jun'ying'ge'hu'jing 骏鹰革护胫
'jun'ying'ge'hu'xi 骏鹰革护膝
'jun'ying'ge'hu'zhou 骏鹰革护肘
'jun'ying'ge'lv'xing'yao'dai 骏鹰革旅行腰带
'jun'ying'ge'pi'dai 骏鹰革皮带
'jun'ying'ge'pi'yi 骏鹰革皮衣
'jun'ying'ge'ruan'jia'ku 骏鹰革软甲裤
'jun'ying'ge'shou'huan 骏鹰革手环
'jun'ying'ge'shou'lie'mao 骏鹰革狩猎帽
